"FEATURE_ID","LAST_UPDATE_BY","ROOT_VERSION_ID","CREATED_BY","APP_WIDE","FEATURE_NAME","CREATED_AT","CREATED_DESIGNER_VERSION","KIND","STABLE_VERSION_ID","ELEMENT_PATH_RULES","LAST_UPDATED_AT","_KLEENE_EXTRACT_DATE","_KLEENE_METADATA_ID"
"SPm9loPraXQ98DddOQSPL6EedHw","Bonnie  Bakoh","SPm9loPraXQ98DddOQSPL6EedHw","Bonnie  Bakoh","true","Zendesk (legacy)","2022-10-10T10:30:11Z","4.2.3","Feature","SPm9loPraXQ98DddOQSPL6EedHw-20221010103011.613285949","[""div:nth-child(128) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397811605","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"VvEeNPZKaJoa35oljBGItQwNQFI","Bonnie  Bakoh","VvEeNPZKaJoa35oljBGItQwNQFI","Bonnie  Bakoh","true","Lever","2022-10-10T10:18:43Z","4.2.3","Feature","VvEeNPZKaJoa35oljBGItQwNQFI-20221010101843.662821276","[""div:nth-child(74) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397123647","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"YTZLaZTy7_qjx3I6dLswD6nCSR0","Bonnie  Bakoh","YTZLaZTy7_qjx3I6dLswD6nCSR0","Bonnie  Bakoh","true","Connect New Source","2022-07-01T13:17:44Z","4.2.3","Feature","YTZLaZTy7_qjx3I6dLswD6nCSR0-20220701131744.592614021","["".MuiTab-root:nth-child(2)""]","1656681464586","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"5anDzdYvFQxpAqI7OxdPndfkJS8","Bonnie  Bakoh","5anDzdYvFQxpAqI7OxdPndfkJS8","Bonnie  Bakoh","true","Logs","2022-07-01T13:20:08Z","4.2.3","Feature","5anDzdYvFQxpAqI7OxdPndfkJS8-20220701132008.310571205","[""[href=\""/log\""] > .MuiListItemIcon-root > .MuiSvgIcon-root > path""]","1656681608301","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"_haEBDUDKuSFr-7mEUdyP-X1TAk","Bonnie  Bakoh","_haEBDUDKuSFr-7mEUdyP-X1TAk","Bonnie  Bakoh","true","Facebook Adinsights","2022-10-10T10:14:23Z","4.2.3","Feature","_haEBDUDKuSFr-7mEUdyP-X1TAk-20221010101423.263322816","[""div:nth-child(47) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396863250","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"88JmbsVEBkHEGWTmJ9Nvmckn8ow","Bonnie  Bakoh","88JmbsVEBkHEGWTmJ9Nvmckn8ow","Bonnie  Bakoh","true","Dotdigital","2022-10-10T10:13:14Z","4.2.3","Feature","88JmbsVEBkHEGWTmJ9Nvmckn8ow-20221010101314.291419286","[""div:nth-child(40) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396794283","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"rKsRkqroUKanIz2raASmRJhZvpo","Bonnie  Bakoh","rKsRkqroUKanIz2raASmRJhZvpo","Bonnie  Bakoh","true","The Affiliate Gateway","2022-10-10T10:25:33Z","4.2.3","Feature","rKsRkqroUKanIz2raASmRJhZvpo-20221010102533.781625363","[""div:nth-child(116) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397533764","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"zJc9O9Bc09lUhanNxcpM7bzz-rM","Bonnie  Bakoh","zJc9O9Bc09lUhanNxcpM7bzz-rM","Bonnie  Bakoh","true","Google Search Ads 360","2022-10-10T10:16:07Z","4.2.3","Feature","zJc9O9Bc09lUhanNxcpM7bzz-rM-20221010101607.159060233","[""div:nth-child(58) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396967147","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"Rjz3ys2vsCnzqgpyTKpaf_pLk9U","Bonnie  Bakoh","Rjz3ys2vsCnzqgpyTKpaf_pLk9U","Bonnie  Bakoh","true","Conversocial","2022-10-10T10:12:08Z","4.2.3","Feature","Rjz3ys2vsCnzqgpyTKpaf_pLk9U-20221010101208.225344816","[""div:nth-child(33) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396728213","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"fRZB1Q6bDtysVCFb1pLEpEfVYJQ","Bonnie  Bakoh","fRZB1Q6bDtysVCFb1pLEpEfVYJQ","Bonnie  Bakoh","true","Shopify","2022-10-10T10:24:24Z","4.2.3","Feature","fRZB1Q6bDtysVCFb1pLEpEfVYJQ-20221010102424.560319414","[""div:nth-child(108) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397464551","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"dTbaOp-ZEFxCLaQDQZ9I8PGiCQg","Bonnie  Bakoh","dTbaOp-ZEFxCLaQDQZ9I8PGiCQg","Bonnie  Bakoh","true","Branch.io","2022-10-10T10:10:57Z","4.2.3","Feature","dTbaOp-ZEFxCLaQDQZ9I8PGiCQg-20221010101057.069788202","[""div:nth-child(26) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396657060","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"AcaFYtoLepIhjm5Hbs7BPp9MqE4","Bonnie  Bakoh","AcaFYtoLepIhjm5Hbs7BPp9MqE4","Bonnie  Bakoh","true","New Connector Search","2022-07-01T13:21:18Z","4.2.3","Feature","AcaFYtoLepIhjm5Hbs7BPp9MqE4-20220701132118.473159825","["".MuiInputBase-input""]","1656681678459","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"Lrl-hCGtgbeKD2xNlWDCsDMWaks","Bonnie  Bakoh","Lrl-hCGtgbeKD2xNlWDCsDMWaks","Bonnie  Bakoh","true","Webgains","2022-10-10T10:26:28Z","4.2.3","Feature","Lrl-hCGtgbeKD2xNlWDCsDMWaks-20221010102628.791334989","[""div:nth-child(123) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397588782","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"wVtT7zYX1Ijp9Bz778F8Wnwy9iA","Bonnie  Bakoh","wVtT7zYX1Ijp9Bz778F8Wnwy9iA","Bonnie  Bakoh","true","Google Sheets oAuth (beta)","2022-10-10T10:16:33Z","4.2.3","Feature","wVtT7zYX1Ijp9Bz778F8Wnwy9iA-20221010101633.544229886","[""div:nth-child(61) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396993537","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"SoqxFF1Bgkd4zF-NvFycM2tseWw","Bonnie  Bakoh","SoqxFF1Bgkd4zF-NvFycM2tseWw","Bonnie  Bakoh","true","Outlook","2022-10-10T10:21:32Z","4.2.3","Feature","SoqxFF1Bgkd4zF-NvFycM2tseWw-20221010102132.288661897","[""div:nth-child(90) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397292280","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"YbiQZw4TQUqFV-s-uTw1F3F9h2E","Bonnie  Bakoh","YbiQZw4TQUqFV-s-uTw1F3F9h2E","Bonnie  Bakoh","true","LiveChat","2022-10-10T10:18:53Z","4.2.3","Feature","YbiQZw4TQUqFV-s-uTw1F3F9h2E-20221010101853.936763496","[""div:nth-child(75) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397133927","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"USWQQy7_BjsSAV0hT3GtdG1l5Bw","Bonnie  Bakoh","USWQQy7_BjsSAV0hT3GtdG1l5Bw","Bonnie  Bakoh","true","Mailchimp","2022-10-10T10:19:12Z","4.2.3","Feature","USWQQy7_BjsSAV0hT3GtdG1l5Bw-20221010101912.914548781","[""div:nth-child(76) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397152905","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"JeLK3Wr7v4gYN-cOZHP8kedfUZc","Bonnie  Bakoh","JeLK3Wr7v4gYN-cOZHP8kedfUZc","Bonnie  Bakoh","true","Sorted","2022-10-10T10:24:42Z","4.2.3","Feature","JeLK3Wr7v4gYN-cOZHP8kedfUZc-20221010102442.059272113","[""div:nth-child(110) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397482049","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"kd2cBQTNFy2i1DMbGYCzLn6kODA","Bonnie  Bakoh","kd2cBQTNFy2i1DMbGYCzLn6kODA","Bonnie  Bakoh","true","Xero - New","2022-10-10T10:26:56Z","4.2.3","Feature","kd2cBQTNFy2i1DMbGYCzLn6kODA-20221010102656.708930547","[""div:nth-child(126) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397616700","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"kVsTharXcsihOncqrKOmgDMRlqM","Bonnie  Bakoh","kVsTharXcsihOncqrKOmgDMRlqM","Bonnie  Bakoh","true","Impact Radius","2022-10-10T10:17:58Z","4.2.3","Feature","kVsTharXcsihOncqrKOmgDMRlqM-20221010101758.754781084","[""div:nth-child(69) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397078747","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"fWLYt_I-_yeBc3e6YKDhdqYKdAk","Bonnie  Bakoh","fWLYt_I-_yeBc3e6YKDhdqYKdAk","Bonnie  Bakoh","true","Adobe Commerce (Magento)","2022-10-10T10:04:52Z","4.2.3","Feature","fWLYt_I-_yeBc3e6YKDhdqYKdAk-20221010100452.586525557","[""div:nth-child(1) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396292577","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"eMeiUcMRdpR0HthtxSWxt_4Ck_s","Bonnie  Bakoh","eMeiUcMRdpR0HthtxSWxt_4Ck_s","Bonnie  Bakoh","true","Mollie","2022-10-10T10:20:01Z","4.2.3","Feature","eMeiUcMRdpR0HthtxSWxt_4Ck_s-20221010102001.210412451","[""div:nth-child(79) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397201194","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"i1AytBtoeO9qfGcLh5OhC9AgPys","Bonnie  Bakoh","i1AytBtoeO9qfGcLh5OhC9AgPys","Bonnie  Bakoh","true","Amazon S3","2022-10-10T10:07:40Z","4.2.3","Feature","i1AytBtoeO9qfGcLh5OhC9AgPys-20221010100740.960410443","[""div:nth-child(11) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396460950","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"nD4FYoKdPHfzQd1SVuxTwv1JDMY","Bonnie  Bakoh","nD4FYoKdPHfzQd1SVuxTwv1JDMY","Bonnie  Bakoh","true","Awin","2022-10-10T10:09:45Z","4.2.3","Feature","nD4FYoKdPHfzQd1SVuxTwv1JDMY-20221010100945.907054567","[""div:nth-child(19) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396585895","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"4CqbfbgLW8YQ4oNx1npMArNOQEE","Bonnie  Bakoh","4CqbfbgLW8YQ4oNx1npMArNOQEE","Bonnie  Bakoh","true","Adobe Workfront","2022-10-10T10:05:09Z","4.2.3","Feature","4CqbfbgLW8YQ4oNx1npMArNOQEE-20221010100509.344827213","[""div:nth-child(2) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396309334","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"NLA5UEeB4z4RypnOMu4IVxbM9MU","Bonnie  Bakoh","NLA5UEeB4z4RypnOMu4IVxbM9MU","Bonnie  Bakoh","true","Optimove","2022-10-10T10:21:16Z","4.2.3","Feature","NLA5UEeB4z4RypnOMu4IVxbM9MU-20221010102116.276520496","[""div:nth-child(88) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397276267","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"153gAx_Osw_za5CpG8hfK78EqjY","Bonnie  Bakoh","153gAx_Osw_za5CpG8hfK78EqjY","Bonnie  Bakoh","true","Apple Search Ads","2022-10-10T10:08:24Z","4.2.3","Feature","153gAx_Osw_za5CpG8hfK78EqjY-20221010100824.897088683","[""div:nth-child(13) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396504886","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"sQJE6vS0vrbQrRfcMEjKPeXbLq8","Bonnie  Bakoh","sQJE6vS0vrbQrRfcMEjKPeXbLq8","Bonnie  Bakoh","true","Partnerize","2022-10-10T10:21:46Z","4.2.3","Feature","sQJE6vS0vrbQrRfcMEjKPeXbLq8-20221010102146.265362000","[""div:nth-child(92) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397306248","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"OUyktLEKxoYy6IC5AtB8w2mYGRI","Bonnie  Bakoh","OUyktLEKxoYy6IC5AtB8w2mYGRI","Bonnie  Bakoh","true","Stripe V2","2022-10-10T10:25:09Z","4.2.3","Feature","OUyktLEKxoYy6IC5AtB8w2mYGRI-20221010102509.339615073","[""div:nth-child(113) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397509329","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"oo4gPEtEMmPNgA9_Z71aZOtH8s0","Bonnie  Bakoh","oo4gPEtEMmPNgA9_Z71aZOtH8s0","Bonnie  Bakoh","true","Salesforce oAuth","2022-10-10T10:23:48Z","4.2.3","Feature","oo4gPEtEMmPNgA9_Z71aZOtH8s0-20221010102348.052231242","[""div:nth-child(104) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397428043","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"lGDja0lBdUblqlIcIZrt6fVl8MU","Bonnie  Bakoh","lGDja0lBdUblqlIcIZrt6fVl8MU","Bonnie  Bakoh","true","Xero","2022-10-10T10:26:48Z","4.2.3","Feature","lGDja0lBdUblqlIcIZrt6fVl8MU-20221010102648.075307033","[""div:nth-child(125) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397608065","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"MvEjCDA--282AcGSJevuIjA0E00","Bonnie  Bakoh","MvEjCDA--282AcGSJevuIjA0E00","Bonnie  Bakoh","true","Assembled","2022-10-10T10:09:37Z","4.2.3","Feature","MvEjCDA--282AcGSJevuIjA0E00-20221010100937.262120053","[""div:nth-child(18) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396577248","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"fDyWpvLLKechcMpHF8dc06ogJzY","Bonnie  Bakoh","fDyWpvLLKechcMpHF8dc06ogJzY","Bonnie  Bakoh","true","Docebo","2022-10-10T10:12:56Z","4.2.3","Feature","fDyWpvLLKechcMpHF8dc06ogJzY-20221010101256.526755813","[""div:nth-child(38) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396776456","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"E2LM3Z51lbwBuvZutiaKDFb-Xzc","Bonnie  Bakoh","E2LM3Z51lbwBuvZutiaKDFb-Xzc","Bonnie  Bakoh","true","Amazon Advertising API (unsupported)","2022-10-10T10:06:57Z","4.2.3","Feature","E2LM3Z51lbwBuvZutiaKDFb-Xzc-20221010100657.461245527","[""div:nth-child(9) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396417451","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"anGYhh00Lybdqcq2zQEXyvkb4Ws","Bonnie  Bakoh","anGYhh00Lybdqcq2zQEXyvkb4Ws","Bonnie  Bakoh","true","Appstore Connect","2022-10-10T10:09:17Z","4.2.3","Feature","anGYhh00Lybdqcq2zQEXyvkb4Ws-20221010100917.931872401","[""div:nth-child(16) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665396557922","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"qK03EJq0HUBGUGVrh-pmTA2It-0","Bonnie  Bakoh","qK03EJq0HUBGUGVrh-pmTA2It-0","Bonnie  Bakoh","true","Klarna","2022-10-10T10:18:24Z","4.2.3","Feature","qK03EJq0HUBGUGVrh-pmTA2It-0-20221010101824.228709999","[""div:nth-child(72) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397104220","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"GyUjWNl1Z6zfs3aoSdMs1S_PGQs","Bonnie  Bakoh","GyUjWNl1Z6zfs3aoSdMs1S_PGQs","Bonnie  Bakoh","true","Outreach","2022-10-10T10:21:39Z","4.2.3","Feature","GyUjWNl1Z6zfs3aoSdMs1S_PGQs-20221010102139.514037306","[""div:nth-child(91) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397299505","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"DIjQJEcXJqTxMAybYRelRvYgXrM","Bonnie  Bakoh","DIjQJEcXJqTxMAybYRelRvYgXrM","Bonnie  Bakoh","true","MongoDB","2022-10-10T10:20:20Z","4.2.3","Feature","DIjQJEcXJqTxMAybYRelRvYgXrM-20221010102020.088420409","[""div:nth-child(81) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397220079","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
"9QCztooH20eq29h9xDESCLdQU8o","Bonnie  Bakoh","9QCztooH20eq29h9xDESCLdQU8o","Bonnie  Bakoh","true","Unleashed","2022-10-10T10:26:20Z","4.2.3","Feature","9QCztooH20eq29h9xDESCLdQU8o-20221010102620.027442772","[""div:nth-child(122) > .MuiPaper-root > .MuiCardActions-root:nth-child(3) > .MuiButtonBase-root > .MuiButton-label:nth-child(1)""]","1665397580016","2022-10-31T17:17:33Z","cbd3067f182f1d6e595831b7280ed55c"
